"Timestamp";"Age";"Area";"Men";"Women"
"2024M01";"100-104 years";"Aarhus";4;48
"2024M01";"100-104 years";"Herning";1;5
"2024M01";"100-104 years";"Holstebro";3;10
"2024M01";"100-104 years";"Ikast-Brande";2;12
"2024M01";"100-104 years";"Lemvig";1;0
"2024M01";"100-104 years";"Ringk�bing-Skjern";2;8
"2024M01";"100-104 years";"Skive";1;10
"2024M01";"100-104 years";"Struer";1;6
"2024M01";"100-104 years";"Viborg";5;19
"2024M01";"100-104 years";"Region Nordjylland";19;100
"2024M01";"100-104 years";"Br�nderslev";2;9
"2024M01";"100-104 years";"Frederikshavn";3;16
"2024M01";"100-104 years";"Hj�rring";4;16
"2024M01";"100-104 years";"Jammerbugt";2;3
"2024M01";"100-104 years";"L�s�";1;0
"2024M01";"100-104 years";"Mariagerfjord";0;8
"2024M01";"100-104 years";"Mors�";1;7
"2024M01";"100-104 years";"Rebild";0;4
"2024M01";"100-104 years";"Thisted";1;4
"2024M01";"100-104 years";"Vesthimmerlands";3;3
"2024M01";"100-104 years";"Aalborg";2;30
"2024M01";"105-109 years";"All Denmark";5;43
"2024M01";"105-109 years";"Region Hovedstaden";2;16
"2024M01";"105-109 years";"Copenhagen";0;4
"2024M01";"105-109 years";"Frederiksberg";0;2
"2024M01";"105-109 years";"Drag�r";1;0
"2024M01";"105-109 years";"T�rnby";0;0
"2024M01";"105-109 years";"Albertslund";0;0
"2024M01";"105-109 years";"Ballerup";0;1
"2024M01";"105-109 years";"Br�ndby";0;0
"2024M01";"105-109 years";"Gentofte";0;3
"2024M01";"105-109 years";"Gladsaxe";0;1
"2024M01";"105-109 years";"Glostrup";0;0
"2024M01";"105-109 years";"Herlev";0;0
"2024M01";"105-109 years";"Hvidovre";0;0
"2024M01";"105-109 years";"H�je-Taastrup";0;1
"2024M01";"105-109 years";"Ish�j";0;0
"2024M01";"105-109 years";"Lyngby-Taarb�k";0;1
"2024M01";"105-109 years";"R�dovre";0;0
"2024M01";"105-109 years";"Vallensb�k";0;0
"2024M01";"105-109 years";"Aller�d";0;0
"2024M01";"105-109 years";"Egedal";0;1
"2024M01";"105-109 years";"Fredensborg";0;0
"2024M01";"105-109 years";"Frederikssund";0;0
"2024M01";"105-109 years";"Fures�";0;0
"2024M01";"105-109 years";"Gribskov";0;2
"2024M01";"105-109 years";"Halsn�s";1;0
"2024M01";"105-109 years";"Helsing�r";0;0
"2024M01";"105-109 years";"Hiller�d";0;0
"2024M01";"105-109 years";"H�rsholm";0;0
"2024M01";"105-109 years";"Rudersdal";0;0
"2024M01";"105-109 years";"Bornholm";0;0
"2024M01";"105-109 years";"Christians�";0;0
"2024M01";"105-109 years";"Region Sj�lland";1;3
"2024M01";"105-109 years";"Greve";0;0
"2024M01";"105-109 years";"K�ge";0;0
"2024M01";"105-109 years";"Lejre";0;0
"2024M01";"105-109 years";"Roskilde";0;0
"2024M01";"105-109 years";"Solr�d";0;0
"2024M01";"105-109 years";"Faxe";0;0
"2024M01";"105-109 years";"Guldborgsund";0;1
"2024M01";"105-109 years";"Holb�k";0;0
"2024M01";"105-109 years";"Kalundborg";0;0
"2024M01";"105-109 years";"Lolland";0;0
"2024M01";"105-109 years";"N�stved";0;0
"2024M01";"105-109 years";"Odsherred";0;0
"2024M01";"105-109 years";"Ringsted";0;1
"2024M01";"105-109 years";"Slagelse";0;0
"2024M01";"105-109 years";"Sor�";0;0
"2024M01";"105-109 years";"Stevns";0;0
"2024M01";"105-109 years";"Vordingborg";1;1
"2024M01";"105-109 years";"Region Syddanmark";1;10
"2024M01";"105-109 years";"Assens";0;0
"2024M01";"105-109 years";"Faaborg-Midtfyn";0;0
"2024M01";"105-109 years";"Kerteminde";0;0
"2024M01";"105-109 years";"Langeland";0;0
"2024M01";"105-109 years";"Middelfart";0;1
"2024M01";"105-109 years";"Nordfyns";0;0
"2024M01";"105-109 years";"Nyborg";0;0
"2024M01";"105-109 years";"Odense";0;1
"2024M01";"105-109 years";"Svendborg";0;1
"2024M01";"105-109 years";"�r�";0;0
"2024M01";"105-109 years";"Billund";0;0
"2024M01";"105-109 years";"Esbjerg";0;1
"2024M01";"105-109 years";"Fan�";0;0
"2024M01";"105-109 years";"Fredericia";1;0
"2024M01";"105-109 years";"Haderslev";0;1
"2024M01";"105-109 years";"Kolding";0;1
"2024M01";"105-109 years";"S�nderborg";0;1
"2024M01";"105-109 years";"T�nder";0;0
"2024M01";"105-109 years";"Varde";0;0
"2024M01";"105-109 years";"Vejen";0;1
"2024M01";"105-109 years";"Vejle";0;2
"2024M01";"105-109 years";"Aabenraa";0;0
"2024M01";"105-109 years";"Region Midtjylland";1;12
"2024M01";"105-109 years";"Favrskov";0;0
"2024M01";"105-109 years";"Hedensted";0;0
"2024M01";"105-109 years";"Horsens";0;0
"2024M01";"105-109 years";"Norddjurs";0;0
"2024M01";"105-109 years";"Odder";0;0
"2024M01";"105-109 years";"Randers";0;1
"2024M01";"105-109 years";"Sams�";0;1
"2024M01";"105-109 years";"Silkeborg";1;3
"2024M01";"105-109 years";"Skanderborg";0;0
"2024M01";"105-109 years";"Syddjurs";0;1
"2024M01";"105-109 years";"Aarhus";0;2
"2024M01";"105-109 years";"Herning";0;1
"2024M01";"105-109 years";"Holstebro";0;0
"2024M01";"105-109 years";"Ikast-Brande";0;0
"2024M01";"105-109 years";"Lemvig";0;0
"2024M01";"105-109 years";"Ringk�bing-Skjern";0;0
"2024M01";"105-109 years";"Skive";0;0
"2024M01";"105-109 years";"Struer";0;1
"2024M01";"105-109 years";"Viborg";0;2
"2024M01";"105-109 years";"Region Nordjylland";0;2
"2024M01";"105-109 years";"Br�nderslev";0;0
"2024M01";"105-109 years";"Frederikshavn";0;0
"2024M01";"105-109 years";"Hj�rring";0;1
"2024M01";"105-109 years";"Jammerbugt";0;0
"2024M01";"105-109 years";"L�s�";0;0
"2024M01";"105-109 years";"Mariagerfjord";0;0
"2024M01";"105-109 years";"Mors�";0;0
"2024M01";"105-109 years";"Rebild";0;0
"2024M01";"105-109 years";"Thisted";0;0
"2024M01";"105-109 years";"Vesthimmerlands";0;0
"2024M01";"105-109 years";"Aalborg";0;1
"2024M01";"110 years +";"All Denmark";0;1
"2024M01";"110 years +";"Region Hovedstaden";0;0
"2024M01";"110 years +";"Copenhagen";0;0
"2024M01";"110 years +";"Frederiksberg";0;0
"2024M01";"110 years +";"Drag�r";0;0
"2024M01";"110 years +";"T�rnby";0;0
"2024M01";"110 years +";"Albertslund";0;0
"2024M01";"110 years +";"Ballerup";0;0
"2024M01";"110 years +";"Br�ndby";0;0
"2024M01";"110 years +";"Gentofte";0;0
"2024M01";"110 years +";"Gladsaxe";0;0
"2024M01";"110 years +";"Glostrup";0;0
"2024M01";"110 years +";"Herlev";0;0
"2024M01";"110 years +";"Hvidovre";0;0
"2024M01";"110 years +";"H�je-Taastrup";0;0
"2024M01";"110 years +";"Ish�j";0;0
"2024M01";"110 years +";"Lyngby-Taarb�k";0;0
"2024M01";"110 years +";"R�dovre";0;0
"2024M01";"110 years +";"Vallensb�k";0;0
"2024M01";"110 years +";"Aller�d";0;0
"2024M01";"110 years +";"Egedal";0;0
"2024M01";"110 years +";"Fredensborg";0;0
"2024M01";"110 years +";"Frederikssund";0;0
"2024M01";"110 years +";"Fures�";0;0
"2024M01";"110 years +";"Gribskov";0;0
"2024M01";"110 years +";"Halsn�s";0;0
"2024M01";"110 years +";"Helsing�r";0;0
"2024M01";"110 years +";"Hiller�d";0;0
"2024M01";"110 years +";"H�rsholm";0;0
"2024M01";"110 years +";"Rudersdal";0;0
"2024M01";"110 years +";"Bornholm";0;0
"2024M01";"110 years +";"Christians�";0;0
"2024M01";"110 years +";"Region Sj�lland";0;0
"2024M01";"110 years +";"Greve";0;0
"2024M01";"110 years +";"K�ge";0;0
"2024M01";"110 years +";"Lejre";0;0
"2024M01";"110 years +";"Roskilde";0;0
"2024M01";"110 years +";"Solr�d";0;0
"2024M01";"110 years +";"Faxe";0;0
"2024M01";"110 years +";"Guldborgsund";0;0
"2024M01";"110 years +";"Holb�k";0;0
"2024M01";"110 years +";"Kalundborg";0;0
"2024M01";"110 years +";"Lolland";0;0
"2024M01";"110 years +";"N�stved";0;0
"2024M01";"110 years +";"Odsherred";0;0
"2024M01";"110 years +";"Ringsted";0;0
"2024M01";"110 years +";"Slagelse";0;0
"2024M01";"110 years +";"Sor�";0;0
"2024M01";"110 years +";"Stevns";0;0
"2024M01";"110 years +";"Vordingborg";0;0
"2024M01";"110 years +";"Region Syddanmark";0;0
"2024M01";"110 years +";"Assens";0;0
"2024M01";"110 years +";"Faaborg-Midtfyn";0;0
"2024M01";"110 years +";"Kerteminde";0;0
"2024M01";"110 years +";"Langeland";0;0
"2024M01";"110 years +";"Middelfart";0;0
"2024M01";"110 years +";"Nordfyns";0;0
"2024M01";"110 years +";"Nyborg";0;0
"2024M01";"110 years +";"Odense";0;0
"2024M01";"110 years +";"Svendborg";0;0
"2024M01";"110 years +";"�r�";0;0
"2024M01";"110 years +";"Billund";0;0
"2024M01";"110 years +";"Esbjerg";0;0
"2024M01";"110 years +";"Fan�";0;0
"2024M01";"110 years +";"Fredericia";0;0
"2024M01";"110 years +";"Haderslev";0;0
"2024M01";"110 years +";"Kolding";0;0
"2024M01";"110 years +";"S�nderborg";0;0
"2024M01";"110 years +";"T�nder";0;0
"2024M01";"110 years +";"Varde";0;0
"2024M01";"110 years +";"Vejen";0;0
"2024M01";"110 years +";"Vejle";0;0
"2024M01";"110 years +";"Aabenraa";0;0
"2024M01";"110 years +";"Region Midtjylland";0;0
"2024M01";"110 years +";"Favrskov";0;0
"2024M01";"110 years +";"Hedensted";0;0
"2024M01";"110 years +";"Horsens";0;0
"2024M01";"110 years +";"Norddjurs";0;0
"2024M01";"110 years +";"Odder";0;0
"2024M01";"110 years +";"Randers";0;0
"2024M01";"110 years +";"Sams�";0;0
"2024M01";"110 years +";"Silkeborg";0;0
"2024M01";"110 years +";"Skanderborg";0;0
"2024M01";"110 years +";"Syddjurs";0;0
"2024M01";"110 years +";"Aarhus";0;0
"2024M01";"110 years +";"Herning";0;0
"2024M01";"110 years +";"Holstebro";0;0
"2024M01";"110 years +";"Ikast-Brande";0;0
"2024M01";"110 years +";"Lemvig";0;0
"2024M01";"110 years +";"Ringk�bing-Skjern";0;0
"2024M01";"110 years +";"Skive";0;0
"2024M01";"110 years +";"Struer";0;0
"2024M01";"110 years +";"Viborg";0;0
"2024M01";"110 years +";"Region Nordjylland";0;1
"2024M01";"110 years +";"Br�nderslev";0;0
"2024M01";"110 years +";"Frederikshavn";0;0
"2024M01";"110 years +";"Hj�rring";0;0
"2024M01";"110 years +";"Jammerbugt";0;0
"2024M01";"110 years +";"L�s�";0;0
"2024M01";"110 years +";"Mariagerfjord";0;0
"2024M01";"110 years +";"Mors�";0;0
"2024M01";"110 years +";"Rebild";0;0
"2024M01";"110 years +";"Thisted";0;0
"2024M01";"110 years +";"Vesthimmerlands";0;0
"2024M01";"110 years +";"Aalborg";0;1
